stara_url,nova_url,typ,poznamka
/prenosne-radiostanice-archiv/komercne/akumulatory/item/220-pmnn4251.html,/katalog-produktov/pmnn4251,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/akumulatory/item/221-pmnn4253.html,/katalog-produktov/pmnn4253,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/akumulatory/item/308-pmnn4254.html,/katalog-produktov/pmnn4254,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/akumulatory/item/734-pmnn4258.html,/katalog-produktov/pmnn4258,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/akumulatory/item/735-pmnn4259.html,/katalog-produktov/pmnn4259,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/anteny.html,/katalog-produktov/kategoria/anteny-cp,kategoria,odvodene z produktov
/prenosne-radiostanice-archiv/komercne/anteny/item/444-nae6483.html,/katalog-produktov/nae6483,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/anteny/item/445-nae6522.html,/katalog-produktov/nae6522,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/anteny/item/693-had9338.html,/katalog-produktov/had9338,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/ine.html,/katalog-produktov/kategoria/ine-prislusenstvo-cp,kategoria,odvodene z produktov
/prenosne-radiostanice-archiv/komercne/ine/item/118-epnn9286.html,/katalog-produktov/epnn9286,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/ine/item/335-pmln4605.html,/katalog-produktov/pmln4605,produkt,"K2 ID, automaticky"
/prenosne-radiostanice-archiv/komercne/ine/item/337-0186180z01.html,/katalog-produktov/0186180z01,produkt,"K2 ID, automaticky"
